text_komentar,nama_akun
@uyuyhope:done blokðŸ¥´ðŸ¥´ðŸ¥´ mutualnku ðŸ¥´ðŸ¥´ðŸ¥´ sok jaga nkri buruan gih patungan buat ikn jangan pada pura bego ðŸ¤ªtuâ€¦,@uyuyhope
@bubble:ri polri uda pada sumbangan belumÂ¿ðŸ˜… ayo silakan peduli ikn butuh dana pemâ€¦,@bubble
@satria:tenda yg dipake buat berkemah d ikn kemaren merek nya apa yah prodak dari negara mana yah,@satria
@akunrakyatbiasa(akunsundajabar):patungan keur ngabangun ikn bari posisi rakyat nuju kararieu mah pak jokowi abot nage ngangge pisan,@akunrakyatbiasa(akunsundajabar)
@solehfatoni:clina datang kunci pintu rumah lah najong ngasih buat ikn,@solehfatoni
@kangdeddy:pertanyaan saya sbg masyarakat awam pembangunan ikn apakah sbg kebutuhan mendesak apakah biayanya sdh siap â€¦,@kangdeddy
@axelderijanto:latihan pake harga mahal yg d ikn nnti disana brg lbih mahal latihan dulu biar gak kaget,@axelderijanto
@mpujayaprema-á¬«á­„á¬§á¬¸á¬šá¬¬á­¢á¬§á­„á¬­á¬«:yg rp ribu untuk saweran ikn biar cepat jadi,@mpujayaprema-á¬«á­„á¬§á¬¸á¬šá¬¬á­¢á¬§á­„á¬­á¬«
@echa:dana patungan buat bangun ikn terus dana investor klen telan gitu,@echa
@pakarmohamedfarah:waa iknðŸ¤£,@pakarmohamedfarah
@ojokuwistuvid-19:saweran musti dipelopori dulu oleh mereka yg pernah nyatakan siap pindah ke ikn dong,@ojokuwistuvid-19
@the54607453:loren maroon i â€¦,@the54607453
@imriatitriyanto:emng begitulah seharusnya pemimpin mikirkan rkyt bukan mikirkan ikn,@imriatitriyanto
@ayahananto:padahal sekitaran ikn byk kebun sawit ðŸ˜¢,@ayahananto
@monitorkota:jual beli tanah di ikn dibekukan sementara lewat,@monitorkota
@786erni:oh jadi banti ikn ghoib juga dong,@@786erni
@ðŸ’žmaminyanadyaðŸ‘¨â€ðŸ‘©â€ðŸ‘§ðŸ’:ajjiiibb nih negarabuat ikn mnta urunan rakyat dipikir dibolak balik ga msk akal siy,@ðŸ’žmaminyanadyaðŸ‘¨â€ðŸ‘©â€ðŸ‘§ðŸ’
@lukmansimandjuntak:woiii yang mahal itu ikn kcic yg keduanya malah pakai apbn juga bandara kulonprogo lpalembang lkelapa gâ€¦,@lukmansimandjuntak
@mikhaelkosem:dan ini ide bagus ikn didanai dengan kemampuan sendiri kl dana dr china nanti ke enakan kadrun adaâ€¦,@mikhaelkosem
@sangayah:pak maaf mau tanya kira ini orang yg camping di ikn termasuk bodo banget nggak tenda aja harus barangâ€¦,@sangayah
@sibre:apa hubungannya ikn dengan pandemi bahkan itu hanya lelucon aja lah,@sibre
@ezeqharahap:bttle sby gak ada hubungan ama ikn konsep investasi jaman sby beda ama jaman jokâ€¦,@ezeqharahap
@ï½‹ï½ï½Žï½“ï½…ï½•ï½Œï½‰ï½’:mau bangun ikn butuh saweran kelamaan bro ambil saja dari kantong pemilik dana rp t kalau dia gak mauâ€¦,@ï½‹ï½ï½Žï½“ï½…ï½•ï½Œï½‰ï½’
@ainkkadrun:boro buat ikn buat beli paramex aja gak punya,@ainkkadrun
@deni:sita semua harta koruptor untuk bsngun ikn tu,@deni
@bubble:seandai nya gue buka ngecrek di jalan depan rmh pakai toa musik dangdut bener ikn butuh uang rakyat pâ€¦,@bubble
@antaranews.com:kepala bin budi gunawan tetapi justru inilah saatnya indonesia membangun ikn sebagai contoh kota yang tangguh mâ€¦,@antaranews.com
@johhhnygudhel:emang ikn harus jadi tuh di kalimantan ðŸ˜‚ðŸ˜‚ biar nyaho ongkosnya ðŸ˜‹,@johhhnygudhel
@rofiauliarahman:mengisi acara atas undangan dari komunitas studi mahasiswa ksm htn fh ubaya pd acara diskusi umum mengenai ibu koâ€¦,@rofiauliarahman
@riccojuliyansyah:silalahi sukses ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ udah deh loe ma cebong cebong dongok lainnya urunan aja tâ€¦,@riccojuliyansyah
@ramsðŸ‡®ðŸ‡©nkriâ¤ï¸:biar dpt feel nya dl sblm bnr pindahðŸ˜œ titik nol ikn,@ramsðŸ‡®ðŸ‡©nkriâ¤ï¸
@jawapos:kepala bin sebut ikn nusantara didesain siap hadapi pandemi,@jawapos
@ðŸŒ·syazwanaðŸŒ·:rakyat buka peluang pembiayaan ikn dari buzzerp para cebi dan bani bipang uangnye masukn ke kendi nusantara ajeh,@ðŸŒ·syazwanaðŸŒ·
@inilahcom:otorita berencana bangun ikn nusantara lewat skema patungan dari masyarakat otorita ikn nusantara menilai sumberâ€¦,@inilahcom
@#nangint234797:tidak apaapa sebentar lagi pawang ikn,@#nangint234797
@terongkrispy:kemarin ada yang komen jga pak tenda nginap di ikn dari brand luar,@terongkrispy
@abeðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸ðŸ—¯ï¸:buka onlyfans aja jadi bisa minta ke pendukung fans ikn saja,@abeðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸ðŸ—¯ï¸
@ekosunarko:ada g sich yg ngitung ikn sama presiden baru mahalan mana serius tanya,@ekosunarko
@lita_hartoyoðŸ‡µðŸ‡¸:najissbayar pajak aja gw segen ini lagi minta sumbangan bwt iknlo jualan es doger ama martabak ajâ€¦,@lita_hartoyoðŸ‡µðŸ‡¸
@jawapos:relokasi ikn wujudkan sinergi sosiokultural,@jawapos
@mohtahid:bila segelintir orang memandang ikn belum saatnya dibangun karena pandemi dalam pandangan ka bin justru inilah saâ€¦,@mohtahid
@udinisnainy:giring tiru jokowi kemah dan pakai sarung di ikn pengamat masih jauh bro portal islam,@udinisnainy
@kulibangunan.:boro rkyt kecil mikir nyumbang ikn la wong mikirin biaya hdp sehari hari aja ud megapðŸ™„ wkt migor murah mau beliâ€¦,@kulibangunan.
@qrahennypratiwibintyunusðŸ‡®ðŸ‡©:isu pengusaha yang ingin jadi ikn ibu kota barupun bisa jadi aset saham yg menjanjikan ðŸ¤£ðŸ˜‚ðŸ¤£ðŸ˜‚,@qrahennypratiwibintyunusðŸ‡®ðŸ‡©
@oscar:bttle alhamdulillah masih ada pks yg waras menolak ruu ikn,@oscar
@juanandra:lumayantambahan buat ikn kali ya,@juanandra
@pejuangislam:keplek tak dapat pinjam hutang dari negara kadrun akhirnya mau urunan buat ikn ðŸ¤ª kadang herâ€¦,@pejuangislam
@aly_benzemaðŸ’—ðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸:minta saja sama para bani kendil gue sih ogah mending gue sumbangin buat anak yatim jauh lebih bermanfaat jokoâ€¦,@aly_benzemaðŸ’—ðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸
@syana:jujur saja pak pembangunan ikn kemungkinan besar tidak dapat di realisasikan,@syana
@kantahkabbanjarnegara:periode tahapan kedua pemindahan ibu kota negara baru membangun ikn sebagai area inti yang tangguh meâ€¦,@kantahkabbanjarnegara
@fransrichardsugiyanto:inisiatif ketua otorita ikn tentang opsi urun dana rakyat membangun ikn ialah sesuatu yang anasionaâ€¦,@fransrichardsugiyanto
@elihmuflihah:tuh yg ngedukung ikn silakan nyumbang,@elihmuflihah
@ardiesuhardi:â€¦,@ardiesuhardi
@kantahkabbanjarnegara:infrastruktur dasar yang utama selain dibangun dan beroprasi untuk ribu penduduk presiden pindah sebelum aâ€¦,@kantahkabbanjarnegara
@kantahkabbanjarnegara:tahapan pemindahan ibu kota negara baru mengacu pada buku saku pemindahan ikn dijelaskan mengenai tahapan perwujuâ€¦,@kantahkabbanjarnegara
@noir...dâ‚¬v!lðŸ–¤ðŸŽ¬:qiraniayara saya baca berita ekonomi morat marit ikn terancam gakada dana saya ditanya urusan lain uâ€¦,@noir...dâ‚¬v!lðŸ–¤ðŸŽ¬
@kmlimapuluh:kayak orang hilang giring tiru jokowi kemah dan pakai sarung di ikn pengamat masih jauh bro,@kmlimapuluh
@jpnn.com:pengamat politik hendri satrio atau hensat komentari unggahan ketum psi giring ganesha saat berkemah di titik nol kâ€¦,@jpnn.com
@dickydigdoyo:maklum ibukota baru pasti hargaÂ² mahal trmsk migor hanya orgÂ² dgn ekonomi tinggi bisa tinggal di ikn,@dickydigdoyo
@nurhermawansati:melvin saweran ikn,@nurhermawansati
@cabaroy:ikn bagaimana pak semua juga beban apbn,@cabaroy
@ziyadfalahi:jokowi sebaiknya segera terbang saja ke uni emirat arab promosi tiga periode ha ha ha,@ziyadfalahi
@cahaya:enak bae rakyat suruh pantungan buat bangun ikn rakyat di peres rezim yg punya nama di ikn,@cahaya
@kangsarjono:dukung ikn dan jokowi aktivis malari kelompok cipayung plus penjilat istana,@kangsarjono
@merdeka.com:kepala bin desain ikn siap menghadapi pandemi,@merdeka.com
@bismallah:apa lagi yg berkemah di ikn di mana kemahnya barang impor kebangetan gobloknyayakan,@bismallah
@ï½„Î»ï½Ž:sekarang ributribut proyek ikn kekurangan modal ðŸ˜‚,@ï½„Î»ï½Ž
@maksthoni:lah kangitu mau ngebangun ikn lgipengen dapet gelar bapak mangkrak nasional tah k,@maksthoni
@volodymyribrahimov:buat modal ikn ðŸ˜,@volodymyribrahimov
@zulkipli:rakyat itu membutuhkan kehidupan yg layak bukan di tuntut patungan tuk bangun ikn lebih baik jgn jadikaâ€¦,@zulkipli
@celotehauuum:kalau gub dan wagub cuma berkataikn akan lebih maju dari jakarta,@celotehauuum
@saktiimammuchlissin:didu pak didu prof kayak sering lupa apaa yaa padahal minggu yang lalu kemah ikn jugâ€¦,@saktiimammuchlissin
@vivacoid:dalam pandangan kepala badan intelijen negara kabin jend pol purn budi gunawan pembangunan ibu kota negara ikâ€¦,@vivacoid
@jokotry:ku bttle masih ada yg menolak ruu ikn,@jokotry
@dhibramono:mantab memang kawasan mahalhidup jokowi presiden periode untuk warga sekitar calon ikn selaâ€¦,@dhibramono
@suaranasional:new post dukung ikn dan jokowi aktivis malari kelompok cipayung plus penjilat istana,@suaranasional
@the54607453:syarat utama pembiayaan ikn dana patungan masyarakat adalah mereka yg sudah menerima vaksin yg belumâ€¦,@the54607453
@sariptambakoso:kelakuannya kayak gitu kok mau cari utangan buat ikn ke saudi,@sariptambakoso
@situmang:kanjeng dimas siap mendanai ikn hahahaaaa,@situmang
@voi.id:kepala bin budi gunawan menjelaskan kalau ibu kota negara didesain untuk siap menghadapi pandemi jika kemungkinan tâ€¦,@voi.id
@totoraharjo:clina jangan pakai nama ikn sebut saja saweran city,@totoraharjo
@baÉ¢ÉªÉ´á´…á´_kopi:wndrbaper gaya jaga nkri pas patungan buat ikn mingkem ðŸ˜‚,@baÉ¢ÉªÉ´á´…á´_kopi
@imriatitriyanto:masih bnyak rkyt yg kelaparan ngapain nyumbang ikn dungu kali ah,@imriatitriyanto
@raulgonzalesjrðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸:bapak harus diatur supaya gak bingung tahun pak maksimal jadi presiden bukan tahun ingat ya pakâ€¦,@raulgonzalesjrðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸
@jpnn.com:nasib kendi nusantara setelah digunakan untuk ritual penyatuan tanah dan air kini hanya ditinggalkan di titik nol iâ€¦,@jpnn.com
@penjejakbumi:riverheaven eh ngomong pendukung jokowi udah siap belom buat patungan buat bangun ikn ðŸ¤ª,@penjejakbumi
@aly_benzemaðŸ’—ðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸:tugas kepala otorika ikn adalah buat ngumpulin saweran masyarakat ðŸ˜ðŸ˜‚ðŸ™ˆ saatnya bani kendil bani cebong bani bipanâ€¦,@aly_benzemaðŸ’—ðŸ‡®ðŸ‡©ðŸ‡µðŸ‡¸
@darirakyatuntukbangsat:bikin ikn tspi galunya modal,@darirakyatuntukbangsat
@sufferance:statement murahan seperti ini hanya upaya pengalihantutup mata thd permasalahan negara yg sedang teâ€¦,@sufferance
@bakulsandal:ini pasti gerombolan yg ngebet punya ikn ðŸ˜‚ silahkan isi sendiri donasinya aku gk punya ikâ€¦,@bakulsandal
@fitra:pemungutab sumbangan mesjid yg sering jd bahan ejekan kaum kafir dan munafikâ€¦,@fitra
@imriatitriyanto:jangn paksa rkyt hanya demi ambisi penguasa yg butuh ikn saya ngk butuh ikn jdi ogah tuk ikut sepersenpun paham,@imriatitriyanto
@radenmas:apakah ini sejalan dgn pembiayaan ikn yg katanya rakyatnya mau diajak urunan krn gk ada uang,@radenmas
@swamediainc.:inti kreasindo nusantara akan bangun miniaturÂ ikn,@swamediainc.
@4h5:jokowi buka peluang pembiayaan ikn dari dana patungan masyarakat,@4h5
@Â©ahyoyok:pola pembiayaan ikn sementara non apbn apbn ð™ ð™¤ð™©ð™–ð™ ð™–ð™¢ð™–ð™¡ urunan jk kepepet mungkin nanti adaâ€¦,@Â©ahyoyok
@penjelajahsamudera:ebong dan buzzerrp urunan bikin ikn kita mah gk sudi,@penjelajahsamudera
@poerjono:salut pak jokowi peduli rakyat kecil mari kita bangun ikn dengan swadaya sampai sukses,@poerjono
@republika.co.id:desain ikn nusantara juga mengambil berbagai pelajaran dari pandemi covid,@republika.co.id
@gatra.com:ketua mk nikahi adik jokowi mk bisa jadi benang kusut jika ada gugatan uu ikn,@gatra.com
@sumselupdate:kepala bin budi gunawan ikn nusantara didesain untuk hadapi pandemiÂ selanjutnya,@sumselupdate
@horeeee:bagus kalo gitu daripada modalin buat ikn,@horeeee
@harislukmanhakim:tenda pas nginep di ikn juga bukanya sih,@harislukmanhakim
@kurupuk_ojayðŸ‡®ðŸ‡©:kelakuannya kayak gini tp ngarep rakyat khususnya muslim urunan buat ikn ðŸ˜¤,@kurupuk_ojayðŸ‡®ðŸ‡©
@yondaktau:tedjo tedjo emang bener kata rocky gerung pendukung plonga plongo iâ€¦,@yondaktau
@wazacky:apalagi diminta urunan bayar biaya bangun ikn ðŸ˜¯ðŸ˜®ðŸ˜±ðŸ˜±ðŸ˜«,@wazacky
@helosydney:bayangin kalo konser di ikn makin jauh tuuuuuuðŸ¤£ uda bayar tiket konser beli tiket pesawat lagi mlz,@helosydney
@andrirahmadi:ayo bangun ikn,@andrirahmadi
@kadrunistahaters!!:pasca motogp mandalika sukses dan ikn udh ketok palu kadrun makin ngotot ngegasnya ðŸ˜…,@kadrunistahaters!!
@tribunkaltim:isi judicial review uu ikn ada pasal yang bertentangan dengan uud permintaan hakim mk â€¦,@tribunkaltim
@kangcendolcintankriðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©:dirs mslhnya ikn itu penting g gus utk rakyat dan negara,@kangcendolcintankriðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©
@jurnas.com:transaksi jual beli tanah di kawasan ikn dibekukan sementara,@jurnas.com
@siunyil:bpk aj kli yg patungn sma pengikut boj awalkn jg bpk ngebet bgt pngn ikn mendingn buat mkn,@siunyil
@marssahsa:anis presiden ikn akan tuntas tanpa bebani rakyat amp akan sejahterakan rakyat kalimantan amp indonesiaâ€¦,@marssahsa
@pencarinurillahi:subsidi masy dicabut harga mahal amp rezim tak mampu mengendalikan pajak ditingkatkan rakyat diperas hâ€¦,@pencarinurillahi
@ramzankadyrov:riverheaven untuk pendukung setia jgn lupa ikut patungan pembangunan ikn,@ramzankadyrov
@blackfarmmunicipal:berkaitan sama ikn,@blackfarmmunicipal
@tolitoli:ikn nusantara didesain siap hadapi pandemi desain ikn nusantara juga mengambil b,@tolitoli
@onlinebookstore:kampanye om proyek ikn tiga periode dulu donk,@onlinebookstore
@beritaproperti:skema dana non apbn bangun ikn pemerintah ajak masyarakat urun dana,@beritaproperti
@firmansyah:byt otw wajib bayar iuran ikn ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž,@firmansyah
@molly:gile cing giliran ikn ngemis ke rakyat giliran rakyat susah cari migor dia camping giliran motogp bebaâ€¦,@molly
@muhammadikhtidar:jadi tugasnya seperti ngemis ya ikn tidak perlu jd untuk apa dipaksakan,@muhammadikhtidar
@andredelmigo:mungkin efek bingung kehabisan modal untuk bangun ikn jadi drama seperti marah marah padahal senang saâ€¦,@andredelmigo
@usuttuntaspembantaiankm50:safaraz esemka dari masih walikota aja nebeng ehh sekarang ikn,@usuttuntaspembantaiankm50
@okezone:ikn nusantara didesain siap hadapi pandemi,@okezone
@firmansyah:sapasuruh kalian ganggu kadrun akhirnya sultansultan timur tengah gak mau kasih duit buat ikn ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,@firmansyah
@amarmakruf:efek gk diundang ke ikn kayak anies,@amarmakruf
@esteh:gini gini amat negeri konaha bangun ikn suruh saweran bayar hutang kalau mau lunas urunan ðŸ¤£,@esteh
@ðŸŒ¨ï¸:me when ikn renews,@ðŸŒ¨ï¸
@martinusbutarbutar:ga cayaan sihâ€¦ðŸ˜† dana crowd funding untuk ikn jubir sifatnya sukarela tidak ada pemaksaan,@martinusbutarbutar
@pembohongdipujapenjilat:kasus yg lain ketutup migor maling uang negara niat periode calon adek ipar yg bisa melakukan banyak haâ€¦,@pembohongdipujapenjilat
@ðŸ´policepartikelirðŸ´:apakah mungkin ada pencucian uang dgn dalih urunan ke ikn semoga tidak terjadi,@ðŸ´policepartikelirðŸ´
@â™¥ï¸Ž:sbg fans sedih banget tapi harus ditelen sendiri yang jadinya ganjel sampe sekarang member jelas gaboleh bahas apaâ€¦,@â™¥ï¸Ž
@urangtasik13ðŸ‡¹ðŸ‡·:tp republik dagelan duit gak adatp nafsu bikin ikn begitu berkobar tp ujung nya loyo kan,@urangtasik13ðŸ‡¹ðŸ‡·
@environmentalhealthstudentassociationupnvj:mengenal lebih jauh dengan nusantara agustus melalui konferensi pers di istana negara presiden joko wâ€¦,@environmentalhealthstudentassociationupnvj
@taufik:tidak terbalik tuh telfon beberapa kepala negara untuk cari pinjaman buat ikn mungkin,@taufik
@kompas.com:pemerintah tengah fokus merancang pembangunan ikn nusantara yang digadang akan menjadi kota humanis lantas apa daâ€¦,@kompas.com
@nien:rakernas moi dukung pemindahan ikn di kalimantan,@nien
@abdulla3Ã·:rakyat aj msh bnyk yg hidupnya mengontrak atau tdk pnya tanah dn rmh malah d suruh urunan buat ikn,@abdulla3Ã·
@#tuanâ“œudaâ„¢:kalau sudah naik otomatis semua harga akan naik karena proyek yg nggak jelas semua rakyaâ€¦,@#tuanâ“œudaâ„¢
@#berusahajujurdanlurus:yg punya ide ikn kan kalian sudah kowi opung dan para pendukungnya aja yg saweran gak usah ajak yg lâ€¦,@#berusahajujurdanlurus
@antonioessex:yang penting orang kayak begini dan prakteknya tidak dibawa ke ikn orang kaltim nggak pakai pawang hujanâ€¦,@antonioessex
@wowkeren:kata otorita ikn soal isu pembangunan ibu kota nusantara melalui urun dana masyarakat â€¦,@wowkeren
@abugarda:sekalian buat bangun ikn yee kan,@abugarda
@okezone:skema dana non apbn bangun ikn pemerintah ajak masyarakat urun dana â€¦,@okezone
@cici:kaltim ngab dkt ikn wakaka,@cici
@â™¥ï¸Ž:miris inget gimana tuh agensi cepet banget hapus semua yang related to hb eh sekarang ada yang masih santai kyk gaâ€¦,@â™¥ï¸Ž
@radiosonorajakarta:gaya giring bersarung dan berkemah di titik nol ikn via,@radiosonorajakarta
@ramos:dr namanya saja sdh sangat salah ikn nusantara bkn ikn indonesia apa emang nama indonesia sdh diganti,@ramos
@goyajikko:jokowi dn kroninya pindahkn ikn baru demi pemukiman cukong cina komunis,@goyajikko
@muhammadrasyidridha:oh mantap itu pak presiden biar anak muda para mahasiswa itu mengerti maksud dan tujuan pemerintah dirikanâ€¦,@muhammadrasyidridha
@ilhamhusein:ikn itu hadiah indonesia untuk duniaðŸ˜„,@ilhamhusein
@marga:minta urunan sama rakyat china yg menjadi tenaga kerja disini sajamaaf rakyat indonesia tdk butuh iknyg kami buâ€¦,@marga
@e.s.hutabarat:ibu kota negara rencana urun dana masyarakat untuk biayai ikn disebut imbas kesalahan kalkukasi megaproyek teraâ€¦,@e.s.hutabarat
@ramos:indonesia sdh ganti nama jadi nusantara pak ustad kenapa juga ikn nusantara dr namanya saja sdh sangat salah,@ramos
@mith:bttle jika partai ini mendukung surus saja mereka yang nyumbang jangan paksa rakyat ikut menyumbangâ€¦,@mith
@devaza:itu berarti negara dalam keadaan utangnya berjibun apbn koleps ikn mangkrak minyak goreng langka â€¦,@devaza
@egotrieut:ambyaaarbodoh sekali kemarin yg kemping di ikn pake tenda buatan prancisbodoh sekali kitaðŸ¤¦ðŸ¤¦ðŸ¤¦,@egotrieut
@dj.wagyou:knapa ngga keluarin yg t yg ada di kantong yakin lbh dari cukup buat membangun ikn baru ðŸ¤£,@dj.wagyou
@ðŸŽ—:si paling bisa nambahin beban hidup ðŸ¤£ kirain bisa ngurangin beban khalayak bikin ikn tuh,@ðŸŽ—
@munirsjamsoeddin:clina bgymna klo dana rakyat buat bangun ikn dikumpul mlalui brbagai produk misbbmg listrik garamcaâ€¦,@munirsjamsoeddin
@cnnindonesia:harga minyak goreng liter di kawasan ikn tembus rp ribu,@cnnindonesia
